Filename,Number,Output,Formula,# variables,v1_name,v1_low,v1_high,v2_name,v2_low,v2_high,v3_name,v3_low,v3_high,v4_name,v4_low,v4_high,v5_name,v5_low,v5_high,v6_name,v6_low,v6_high,v7_name,v7_low,v7_high,v8_name,v8_low,v8_high,v9_name,v9_low,v9_high,v10_name,v10_low,v10_high,Prefix_Formula
rand_19610,15652,y,tanh mul add const C mul const C id f add const C add id y mul const C id theta,3.0,theta,0.1,5.0,f,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,tanh mul add const C mul const C id f add const C add id y mul const C id theta
rand_19612,15653,y,mul const C id b,1.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id b
rand_19614,15654,y,mul id theta id x2,2.0,theta,0.1,5.0,x2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul id theta id x2
rand_19615,15655,y,add const C add mul const C id omega mul const C id phi,2.0,phi,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C add mul const C id omega mul const C id phi
rand_19617,15656,y,mul const C pow abs id x const C,1.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow abs id x const C
rand_19620,15657,y,id t,1.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id t
rand_19621,15658,y,add const C mul const C log add const C abs add const C id m,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul const C log add const C abs add const C id m
rand_19623,15659,y,mul pow tanh mul pow id n const C exp id n const C mul add id omega mul const C id alpha add mul const C mul id beta pow id x const C abs id y1,6.0,beta,0.1,5.0,x,0.1,5.0,y1,0.1,5.0,n,0.1,5.0,omega,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,mul pow tanh mul pow id n const C exp id n const C mul add id omega mul const C id alpha add mul const C mul id beta pow id x const C abs id y1
rand_19624,15660,y,log add const C abs id v,1.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,log add const C abs id v
rand_19625,15661,y,id y2,1.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id y2
rand_19626,15662,y,tanh pow id y const C,1.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,tanh pow id y const C
rand_19627,15663,y,id v2,1.0,v2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id v2
rand_19628,15664,y,mul const C id y,1.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id y
rand_19629,15665,y,id a,1.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id a
rand_19631,15666,y,mul pow add const C mul const C id v const C pow tanh mul id v1 pow id y1 const C const C,3.0,y1,0.1,5.0,v,0.1,5.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul pow add const C mul const C id v const C pow tanh mul id v1 pow id y1 const C const C
rand_19634,15667,y,mul add id beta add id x1 mul const C sin mul const C id v2 add const C add id t add id y2 mul const C id v1,6.0,beta,0.1,5.0,v1,0.1,5.0,x1,0.1,5.0,t,0.1,5.0,y2,0.1,5.0,v2,0.1,5.0,,,,,,,,,,,,,mul add id beta add id x1 mul const C sin mul const C id v2 add const C add id t add id y2 mul const C id v1
rand_19635,15668,y,id beta,1.0,beta,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id beta
rand_19636,15669,y,cos mul const C mul id y pow id r const C,2.0,r,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,cos mul const C mul id y pow id r const C
rand_19638,15670,y,mul id v tanh id phi,2.0,phi,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul id v tanh id phi
rand_19640,15671,y,mul pow abs mul id x mul pow id v1 const C pow id x1 const C const C pow abs add const C id x const C,3.0,x1,0.1,5.0,x,0.1,5.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul pow abs mul id x mul pow id v1 const C pow id x1 const C const C pow abs add const C id x const C
rand_19641,15672,y,mul add mul const C id m add mul const C id v1 mul const C pow tanh id y const C log add const C mul const C abs id phi,4.0,m,0.1,5.0,phi,0.1,5.0,v1,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,mul add mul const C id m add mul const C id v1 mul const C pow tanh id y const C log add const C mul const C abs id phi
rand_19642,15673,y,mul pow cos id m const C add mul const C id a add mul const C id y mul const C mul id v mul pow id n const C pow id sigma const C,6.0,m,0.1,5.0,sigma,0.1,5.0,a,0.1,5.0,n,0.1,5.0,v,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,mul pow cos id m const C add mul const C id a add mul const C id y mul const C mul id v mul pow id n const C pow id sigma const C
rand_19645,15674,y,mul const C id x,1.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id x
rand_19646,15675,y,add const C sin id a,1.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C sin id a
rand_19647,15676,y,mul const C exp mul const C id y2,1.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C exp mul const C id y2
rand_19650,15677,y,pow add const C add id sigma add mul const C id theta mul id alpha pow id v1 const C const C,4.0,sigma,0.1,5.0,v1,0.1,5.0,theta,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,pow add const C add id sigma add mul const C id theta mul id alpha pow id v1 const C const C
rand_19652,15678,y,add mul const C mul add const C mul const C exp id beta tanh id b mul pow id v2 const C mul pow id y1 const C pow add id omega mul const C id x2 const C,6.0,beta,0.1,5.0,y1,0.1,5.0,b,0.1,5.0,v2,0.1,5.0,x2,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,add mul const C mul add const C mul const C exp id beta tanh id b mul pow id v2 const C mul pow id y1 const C pow add id omega mul const C id x2 const C
rand_19654,15679,y,add const C add id theta mul const C sin add id m mul const C id t,3.0,theta,0.1,5.0,t,0.1,5.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add const C add id theta mul const C sin add id m mul const C id t
rand_19655,15680,y,mul pow id x1 const C tanh id x,2.0,x1,0.1,5.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul pow id x1 const C tanh id x
rand_19656,15681,y,id phi,1.0,phi,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id phi
rand_19658,15682,y,mul const C mul pow id omega const C mul pow add id theta mul const C id f const C pow add id y1 mul const C id z const C,5.0,y1,0.1,5.0,theta,0.1,5.0,f,0.1,5.0,omega,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,mul const C mul pow id omega const C mul pow add id theta mul const C id f const C pow add id y1 mul const C id z const C
rand_19659,15683,y,mul const C sin pow abs mul id omega id r const C,2.0,r,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C sin pow abs mul id omega id r const C
rand_19660,15684,y,add const C mul pow id a const C pow id sigma const C,2.0,sigma,0.1,5.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul pow id a const C pow id sigma const C
rand_19661,15685,y,id n,1.0,n,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id n
rand_19662,15686,y,mul const C mul id alpha id sigma,2.0,sigma,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul id alpha id sigma
rand_19663,15687,y,add mul const C pow id m const C mul const C pow id v const C,2.0,m,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add mul const C pow id m const C mul const C pow id v const C
rand_19665,15688,y,add id x2 mul exp id alpha exp add id x2 mul const C id y2,3.0,x2,0.1,5.0,y2,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add id x2 mul exp id alpha exp add id x2 mul const C id y2
rand_19666,15689,y,mul pow add const C mul const C id beta const C mul add const C mul const C tanh id v2 add const C add id x1 mul const C id y1,4.0,v2,0.1,5.0,beta,0.1,5.0,y1,0.1,5.0,x1,0.1,5.0,,,,,,,,,,,,,,,,,,,mul pow add const C mul const C id beta const C mul add const C mul const C tanh id v2 add const C add id x1 mul const C id y1
rand_19668,15690,y,mul const C mul abs id alpha abs add const C id y2,2.0,y2,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul abs id alpha abs add const C id y2
rand_19670,15691,y,add mul const C pow id v2 const C mul id v1 mul pow abs id omega const C add const C add id omega mul id beta id sigma,5.0,beta,0.1,5.0,sigma,0.1,5.0,v1,0.1,5.0,v2,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,add mul const C pow id v2 const C mul id v1 mul pow abs id omega const C add const C add id omega mul id beta id sigma
rand_19671,15692,y,mul const C mul id beta mul id omega pow id v const C,3.0,beta,0.1,5.0,v,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul const C mul id beta mul id omega pow id v const C
rand_19672,15693,y,id y1,1.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id y1
rand_19673,15694,y,id r,1.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id r
rand_19674,15695,y,id x1,1.0,x1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id x1
rand_19675,15696,y,pow add mul const C id phi mul const C cos id v const C,2.0,phi,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,pow add mul const C id phi mul const C cos id v const C
rand_19676,15697,y,sin mul pow id alpha const C pow add id r id y1 const C,3.0,y1,0.1,5.0,r,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,sin mul pow id alpha const C pow add id r id y1 const C
rand_19677,15698,y,cos id x,1.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cos id x
rand_19678,15699,y,id a,1.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id a
rand_19681,15700,y,id m,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id m
rand_19682,15701,y,add const C abs sin pow id b const C,1.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C abs sin pow id b const C
rand_19684,15702,y,sin pow log add const C mul const C abs id v1 const C,1.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,sin pow log add const C mul const C abs id v1 const C
rand_19686,15703,y,mul pow add mul const C pow sin id x const C mul const C pow id x2 const C const C add const C mul add const C id sigma sin id alpha,4.0,sigma,0.1,5.0,x,0.1,5.0,x2,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,mul pow add mul const C pow sin id x const C mul const C pow id x2 const C const C add const C mul add const C id sigma sin id alpha
rand_19687,15704,y,abs id v1,1.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,abs id v1
rand_19688,15705,y,pow abs id phi const C,1.0,phi,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,pow abs id phi const C
rand_19689,15706,y,mul const C pow id y2 const C,1.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow id y2 const C
rand_19691,15707,y,cos pow id x const C,1.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cos pow id x const C
rand_19692,15708,y,add const C pow id y1 const C,1.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C pow id y1 const C
rand_19694,15709,y,mul pow cos mul add const C mul const C id x exp id v2 const C exp pow abs id b const C,3.0,v2,0.1,5.0,x,0.1,5.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul pow cos mul add const C mul const C id x exp id v2 const C exp pow abs id b const C
rand_19695,15710,y,cos add const C mul const C id beta,1.0,beta,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cos add const C mul const C id beta
rand_19696,15711,y,id m,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id m
rand_19697,15712,y,id b,1.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id b
rand_19700,15713,y,id x,1.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id x
rand_19701,15714,y,mul id r add mul const C pow abs id y const C mul const C mul id v add const C mul const C id alpha,4.0,y,0.1,5.0,r,0.1,5.0,v,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,mul id r add mul const C pow abs id y const C mul const C mul id v add const C mul const C id alpha
rand_19702,15715,y,add mul const C pow tanh id z const C add mul const C sin mul const C pow id r const C tanh id phi,3.0,phi,0.1,5.0,r,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add mul const C pow tanh id z const C add mul const C sin mul const C pow id r const C tanh id phi
rand_19703,15716,y,exp mul const C pow id phi const C,1.0,phi,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,exp mul const C pow id phi const C
rand_19707,15717,y,add const C tanh mul const C exp mul const C id x,1.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C tanh mul const C exp mul const C id x
rand_19708,15718,y,add mul const C tanh mul id beta id omega mul const C mul pow id alpha const C pow id y const C,4.0,alpha,0.1,5.0,beta,0.1,5.0,omega,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,add mul const C tanh mul id beta id omega mul const C mul pow id alpha const C pow id y const C
rand_19709,15719,y,id r,1.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id r
rand_19710,15720,y,pow abs id beta const C,1.0,beta,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,pow abs id beta const C
rand_19711,15721,y,sin id v2,1.0,v2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,sin id v2
rand_19713,15722,y,tanh mul const C id sigma,1.0,sigma,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,tanh mul const C id sigma
rand_19715,15723,y,id beta,1.0,beta,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id beta
rand_19716,15724,y,mul const C mul pow id f const C pow add id r id sigma const C,3.0,sigma,0.1,5.0,f,0.1,5.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul const C mul pow id f const C pow add id r id sigma const C
rand_19717,15725,y,id t,1.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id t
rand_19719,15726,y,add const C mul const C pow id r const C,1.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul const C pow id r const C
rand_19720,15727,y,add const C id v1,1.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C id v1
rand_19721,15728,y,mul const C tanh sin id a,1.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C tanh sin id a
rand_19722,15729,y,id a,1.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id a
rand_19723,15730,y,id a,1.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id a
rand_19725,15731,y,add const C add mul const C sin log add const C abs id x2 abs id r,2.0,x2,0.1,5.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C add mul const C sin log add const C abs id x2 abs id r
rand_19726,15732,y,add const C id v2,1.0,v2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C id v2
rand_19727,15733,y,mul pow add const C add id y mul const C id b const C pow tanh cos id y const C,2.0,b,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul pow add const C add id y mul const C id b const C pow tanh cos id y const C
rand_19728,15734,y,mul const C id sigma,1.0,sigma,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id sigma
rand_19729,15735,y,add const C mul const C id n,1.0,n,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul const C id n
rand_19730,15736,y,id t,1.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id t
rand_19731,15737,y,add id f mul const C cos add const C sin id v,2.0,f,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add id f mul const C cos add const C sin id v
rand_19733,15738,y,id r,1.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id r
rand_19734,15739,y,id y2,1.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id y2
rand_19735,15740,y,id omega,1.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id omega
rand_19736,15741,y,cos add const C add mul const C exp id theta add mul const C pow id v const C mul const C id n,3.0,n,0.1,5.0,theta,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,cos add const C add mul const C exp id theta add mul const C pow id v const C mul const C id n
rand_19737,15742,y,add pow add const C id theta const C mul const C id beta,2.0,beta,0.1,5.0,theta,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add pow add const C id theta const C mul const C id beta
rand_19740,15743,y,tanh id x1,1.0,x1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,tanh id x1
rand_19741,15744,y,add pow add const C add id r add id x mul const C id alpha const C mul const C id v1,4.0,x,0.1,5.0,r,0.1,5.0,v1,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,add pow add const C add id r add id x mul const C id alpha const C mul const C id v1
rand_19742,15745,y,mul const C mul add const C mul const C id sigma abs id sigma,1.0,sigma,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul add const C mul const C id sigma abs id sigma
rand_19743,15746,y,cos add id v2 pow id omega const C,2.0,v2,0.1,5.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,cos add id v2 pow id omega const C
rand_19744,15747,y,add const C mul id v2 pow add const C mul const C id alpha const C,2.0,v2,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul id v2 pow add const C mul const C id alpha const C
rand_19745,15748,y,add const C id n,1.0,n,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C id n
rand_19747,15749,y,cos mul const C pow id omega const C,1.0,omega,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cos mul const C pow id omega const C
rand_19750,15750,y,id alpha,1.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id alpha
rand_19751,15751,y,add const C log add const C mul const C abs pow id r const C,1.0,r,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,add const C log add const C mul const C abs pow id r const C
rand_19752,15752,y,id m,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id m
rand_19753,15753,y,pow add const C add mul const C id y2 mul const C id z const C,2.0,y2,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,pow add const C add mul const C id y2 mul const C id z const C
rand_19754,15754,y,mul pow add const C mul const C id y const C add const C add mul const C sin id theta abs mul id f id n,4.0,n,0.1,5.0,theta,0.1,5.0,f,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,mul pow add const C mul const C id y const C add const C add mul const C sin id theta abs mul id f id n
rand_19755,15755,y,mul const C sin mul const C mul pow add const C id n const C sin id y,2.0,n,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C sin mul const C mul pow add const C id n const C sin id y
rand_19758,15756,y,pow abs id z const C,1.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,pow abs id z const C
rand_19760,15757,y,tanh mul const C abs add id alpha id v,2.0,v,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,tanh mul const C abs add id alpha id v
rand_19761,15758,y,add const C mul id m id phi,2.0,m,0.1,5.0,phi,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C mul id m id phi
rand_19762,15759,y,cos id a,1.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cos id a
rand_19763,15760,y,add mul const C id f log add const C abs add const C id x,2.0,x,0.1,5.0,f,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add mul const C id f log add const C abs add const C id x
rand_19764,15761,y,id t,1.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id t
rand_19765,15762,y,mul add const C add pow abs id a const C mul const C id beta sin id x1,3.0,x1,0.1,5.0,beta,0.1,5.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul add const C add pow abs id a const C mul const C id beta sin id x1
rand_19767,15763,y,add const C add pow id alpha const C mul const C log add const C abs id y1,2.0,y1,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C add pow id alpha const C mul const C log add const C abs id y1
rand_19768,15764,y,add const C add id t id z,2.0,t,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C add id t id z
rand_19769,15765,y,cos mul cos id v cos id x,2.0,x,0.1,5.0,v,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,cos mul cos id v cos id x
rand_19770,15766,y,mul const C id z,1.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id z
rand_19773,15767,y,id b,1.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id b
rand_19774,15768,y,id b,1.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id b
rand_19775,15769,y,mul pow add pow id f const C log add const C abs id v2 const C add mul add const C id v add const C id alpha mul const C mul add const C id x exp id alpha,5.0,x,0.1,5.0,v2,0.1,5.0,f,0.1,5.0,v,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,mul pow add pow id f const C log add const C abs id v2 const C add mul add const C id v add const C id alpha mul const C mul add const C id x exp id alpha
rand_19776,15770,y,mul const C exp mul const C id y1,1.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C exp mul const C id y1
rand_19777,15771,y,mul const C id y,1.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id y
rand_19778,15772,y,mul const C id v2,1.0,v2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C id v2
rand_19779,15773,y,id a,1.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id a
rand_19780,15774,y,add const C add pow cos exp id x1 const C mul const C tanh id x,2.0,x1,0.1,5.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C add pow cos exp id x1 const C mul const C tanh id x
rand_19781,15775,y,id m,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id m
rand_19782,15776,y,id y1,1.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id y1
rand_19784,15777,y,id y,1.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id y
rand_19785,15778,y,log add const C mul const C abs pow id y const C,1.0,y,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,log add const C mul const C abs pow id y const C
rand_19786,15779,y,id n,1.0,n,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id n
rand_19790,15780,y,mul pow abs id beta const C add mul const C id x cos id phi,3.0,beta,0.1,5.0,phi,0.1,5.0,x,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,mul pow abs id beta const C add mul const C id x cos id phi
rand_19791,15781,y,mul const C pow abs pow cos id b const C const C,1.0,b,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow abs pow cos id b const C const C
rand_19793,15782,y,sin mul pow id f const C add mul const C pow id beta const C mul id a pow id y2 const C,4.0,beta,0.1,5.0,f,0.1,5.0,y2,0.1,5.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,sin mul pow id f const C add mul const C pow id beta const C mul id a pow id y2 const C
rand_19796,15783,y,add const C add id m add id t add id y mul const C id r,4.0,y,0.1,5.0,m,0.1,5.0,r,0.1,5.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,add const C add id m add id t add id y mul const C id r
rand_19797,15784,y,add const C add pow cos add const C id m const C mul const C exp id v1,2.0,m,0.1,5.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,add const C add pow cos add const C id m const C mul const C exp id v1
rand_19798,15785,y,tanh id n,1.0,n,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,tanh id n
rand_19799,15786,y,add const C add mul const C id x mul const C mul id m id phi,3.0,m,0.1,5.0,x,0.1,5.0,phi,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add const C add mul const C id x mul const C mul id m id phi
rand_19801,15787,y,add pow id r const C mul const C mul id x id z,3.0,x,0.1,5.0,r,0.1,5.0,z,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,add pow id r const C mul const C mul id x id z
rand_19802,15788,y,pow abs pow add const C mul const C pow id m const C const C const C,1.0,m,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,pow abs pow add const C mul const C pow id m const C const C const C
rand_19803,15789,y,mul const C exp mul const C re id y2,1.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C exp mul const C re id y2
rand_19806,15790,y,sin mul const C exp add id alpha add id v2 mul const C id phi,3.0,v2,0.1,5.0,phi,0.1,5.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,sin mul const C exp add id alpha add id v2 mul const C id phi
rand_19807,15791,y,mul const C pow sin id n const C,1.0,n,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mul const C pow sin id n const C
rand_19809,15792,y,mul const C mul abs id y2 exp id v1,2.0,v1,0.1,5.0,y2,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,mul const C mul abs id y2 exp id v1
rand_19810,15793,y,id alpha,1.0,alpha,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id alpha
rand_19811,15794,y,log add const C mul const C mul abs pow cos id theta const C exp re id y1,2.0,theta,0.1,5.0,y1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,log add const C mul const C mul abs pow cos id theta const C exp re id y1
rand_19815,15796,y,id v1,1.0,v1,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,id v1
rand_19816,15797,y,exp mul const C tanh add const C id t,1.0,t,0.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,exp mul const C tanh add const C id t
rand_19817,15798,y,add const C mul id f mul id t mul id y1 mul pow id x1 const C add const C mul const C id y,5.0,y1,0.1,5.0,x1,0.1,5.0,t,0.1,5.0,f,0.1,5.0,y,0.1,5.0,,,,,,,,,,,,,,,,add const C mul id f mul id t mul id y1 mul pow id x1 const C add const C mul const C id y
rand_19818,15799,y,mul const C mul pow id x1 const C pow add id a add mul const C id omega mul const C pow id x2 const C const C,4.0,x1,0.1,5.0,omega,0.1,5.0,x2,0.1,5.0,a,0.1,5.0,,,,,,,,,,,,,,,,,,,mul const C mul pow id x1 const C pow add id a add mul const C id omega mul const C pow id x2 const C const C
